StudentName,StudentNumber,CourseName,CourseCode,Grades,CourseWeight,Instructor,Department,UniversityName,Location,Ranking
Renee Delvecchio,164763,ENGINEERING TECHNOLOGIES,3609,48,0.5,Darlene Pals,Computers & Mathematics,China Agricultural University,China,381
George Collins,693496,SOCIAL WORK,6203,99,0.5,John Westerfield,Biology & Life Science,Yuan Ze University,Taiwan,382
Charlie Tarin,597636,NAVAL ARCHITECTURE AND MARINE ENGINEERING,2408,74,0.5,Frances Coleman,Biology & Life Science,University of South Florida,United States of America,525
Beatrice Harris,223088,PHYSICS,4801,54,1.0,Lee Sailor,Health,Pierre and Marie Curie University,France,162
Marisa Caldwell,386090,ENGLISH LANGUAGE AND LITERATURE,5005,77,1.0,John Weatherly,Biology & Life Science,ETH Zurich - Swiss Federal Institute of Technology Zurich,Switzerland,604
Marilyn Taylor,525017,ELEMENTARY EDUCATION,5401,13,0.5,Clayton Hall,Industrial Arts & Consumer Services,Cardiff University,United Kingdom,175
Lonnie Ramos,531478,GEOLOGICAL AND GEOPHYSICAL ENGINEERING,5401,99,0.5,Marianne McCoy,Humanities & Liberal Arts,University of Wyoming,United States of America,81
Duane Chang,203814,COMPUTER NETWORKING AND TELECOMMUNICATIONS,2501,48,0.5,Harry Hall,Education,National Tsing Hua University,Taiwan,563
Tracy Yates,928303,ARCHITECTURE,6110,69,1.0,Ruby Thomas,Social Science,University of Munster,Germany,744
Ken Goldstein,892405,METALLURGICAL ENGINEERING,5502,27,0.5,Mary Gerow,Education,University of Colorado Boulder,United States of America,294
Michael Bernard,707322,COMMUNITY AND PUBLIC HEALTH,3607,16,0.5,Robert Wells,Social Science,Boston College,United States of America,424
Cora Marguez,141034,LIBERAL ARTS,2106,61,1.0,James Fernandez,Education,KU Leuven,Belgium,628
Velma Williams,614277,MEDICAL TECHNOLOGIES TECHNICIANS,5501,100,1.0,Jimmy Farmer,Education,VU University Amsterdam,Netherlands,372
Patricia Judd,608785,MISCELLANEOUS AGRICULTURE,5006,94,0.5,Lynn French,Law & Public Policy,Harbin Institute of Technology,China,147
Dora Marin,996129,SOCIOLOGY,6000,2,0.5,Leonore Flynn,Arts,Griffith University,Australia,478
Jennifer Fish,989374,OCEANOGRAPHY,4007,48,0.5,Judy Nichols,Physical Sciences,University of Minho,Portugal,540
Lois Miller,991510,STATISTICS AND DECISION SCIENCE,3401,17,0.5,John Langford,Social Science,University of Portsmouth,United Kingdom,282
Stacey George,939021,PHYSIOLOGY,2401,67,1.0,Maria Ball,Computers & Mathematics,National Chung Hsing University,Taiwan,386
Freddy Hartman,602741,SPECIAL NEEDS EDUCATION,1103,92,0.5,Raymond Binkley,Health,Goethe University Frankfurt,Germany,534
Bernard Cotton,801415,OCEANOGRAPHY,4801,46,1.0,Margaret Mondragon,Business,Tel Aviv University,Israel,736
Helen Calzada,399817,COMPUTER ENGINEERING,3501,88,1.0,Phyllis Gonzalas,Business,United Arab Emirates University,United Arab Emirates,410
James Brennan,601722,CRIMINAL JUSTICE AND FIRE PROTECTION,2307,51,0.5,Shirley Kelly,Engineering,Harvard University,United States of America,43
Charlotte Jones,708068,COURT REPORTING,1902,23,1.0,Iris Rodrigues,Agriculture & Natural Resources,University of Gothenburg,Sweden,611
Dan Lee,854255,MATERIALS ENGINEERING AND MATERIALS SCIENCE,2106,82,1.0,David Cree,Industrial Arts & Consumer Services,Western Sydney University,Australia,413
